date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:02:52	7005/7005	---M--	200	added ('OK')	image/png	etag:%2255bae5c2-1b5d%22	https://duckduckgo.com/assets/dax.retina.png	/root/Desktop/duckduckgo/duckduckgo.com/assets/dax.retina.png	(from https://duckduckgo.com/s1224.css)
05:02:52	30510/30510	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22581b6e8a-772e%22	https://duckduckgo.com/assets/onboarding/newsletter/balloonist.svg	/root/Desktop/duckduckgo/duckduckgo.com/assets/onboarding/newsletter/balloonist.svg	(from https://duckduckgo.com/s1224.css)
05:02:52	1431/1431	---M--	200	added ('OK')	image/png	etag:%22580a7e92-597%22	https://duckduckgo.com/assets/onboarding/balloonist/sun.png	/root/Desktop/duckduckgo/duckduckgo.com/assets/onboarding/balloonist/sun.png	(from https://duckduckgo.com/s1224.css)
05:02:53	565/565	---M--	200	added ('OK')	image/png	etag:%2257bf59f0-235%22	https://duckduckgo.com/assets/onboarding/stars.png	/root/Desktop/duckduckgo/duckduckgo.com/assets/onboarding/stars.png	(from https://duckduckgo.com/s1224.css)
05:02:53	6813/6813	---M--	200	added ('OK')	image/png	etag:%2257bf59f0-1a9d%22	https://duckduckgo.com/assets/onboarding/twinkling-new.png	/root/Desktop/duckduckgo/duckduckgo.com/assets/onboarding/twinkling-new.png	(from https://duckduckgo.com/s1224.css)
05:02:53	4025/4025	---M--	200	added ('OK')	image/png	etag:%2255bae5c2-fb9%22	https://duckduckgo.com/assets/logos/initech/logo_homepage.png	/root/Desktop/duckduckgo/duckduckgo.com/assets/logos/initech/logo_homepage.png	(from https://duckduckgo.com/s1224.css)
05:02:54	104797/104797	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2255bae5c2-1995d%22	https://duckduckgo.com/assets/logos/initech/logo_homepage.svg	/root/Desktop/duckduckgo/duckduckgo.com/assets/logos/initech/logo_homepage.svg	(from https://duckduckgo.com/s1224.css)
05:02:54	2605/2605	---M--	200	added ('OK')	image/png	etag:%2255bae5c2-a2d%22	https://duckduckgo.com/assets/logos/initech/logo_homepage_mobile.png	/root/Desktop/duckduckgo/duckduckgo.com/assets/logos/initech/logo_homepage_mobile.png	(from https://duckduckgo.com/s1224.css)
05:02:54	104729/104729	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2255bae5c2-19919%22	https://duckduckgo.com/assets/logos/initech/logo_homepage_mobile.svg	/root/Desktop/duckduckgo/duckduckgo.com/assets/logos/initech/logo_homepage_mobile.svg	(from https://duckduckgo.com/s1224.css)
05:02:55	7313/7313	---M--	200	added ('OK')	image/png	etag:%2255bae5c2-1c91%22	https://duckduckgo.com/assets/logos/initech/logo_homepage.retina.png	/root/Desktop/duckduckgo/duckduckgo.com/assets/logos/initech/logo_homepage.retina.png	(from https://duckduckgo.com/s1224.css)
05:02:55	6046/6046	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:02:56%20GMT	https://duckduckgo.com/assets/logos/initech/logo_homepage_small.retina.png	/root/Desktop/duckduckgo/duckduckgo.com/assets/logos/initech/logo_homepage_small.retina.html	(from https://duckduckgo.com/s1224.css)
05:02:55	4628/4628	---M--	200	added ('OK')	image/png	etag:%2255bae5c2-1214%22	https://duckduckgo.com/assets/logos/initech/logo_homepage_mobile.retina.png	/root/Desktop/duckduckgo/duckduckgo.com/assets/logos/initech/logo_homepage_mobile.retina.png	(from https://duckduckgo.com/s1224.css)
05:02:55	22562/22562	---M--	200	added ('OK')	image/png	etag:%2255bae5c2-5822%22	https://duckduckgo.com/assets/logos/resetthenet/logo_homepage.normal.png	/root/Desktop/duckduckgo/duckduckgo.com/assets/logos/resetthenet/logo_homepage.normal.png	(from https://duckduckgo.com/s1224.css)
05:02:56	17826/17826	---M--	200	added ('OK')	image/png	etag:%2255bae5c2-45a2%22	https://duckduckgo.com/assets/logos/resetthenet/logo_homepage.alt.png	/root/Desktop/duckduckgo/duckduckgo.com/assets/logos/resetthenet/logo_homepage.alt.png	(from https://duckduckgo.com/s1224.css)
05:02:56	55976/55976	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2255bae5c2-daa8%22	https://duckduckgo.com/assets/logos/resetthenet/logo_homepage.normal.svg	/root/Desktop/duckduckgo/duckduckgo.com/assets/logos/resetthenet/logo_homepage.normal.svg	(from https://duckduckgo.com/s1224.css)
05:02:56	16088/16088	---M--	200	added ('OK')	image/png	etag:%2255bae5c2-3ed8%22	https://duckduckgo.com/assets/logos/resetthenet/logo_homepage_small.normal.png	/root/Desktop/duckduckgo/duckduckgo.com/assets/logos/resetthenet/logo_homepage_small.normal.png	(from https://duckduckgo.com/s1224.css)
05:02:56	55240/55240	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2255bae5c2-d7c8%22	https://duckduckgo.com/assets/logos/resetthenet/logo_homepage.alt.svg	/root/Desktop/duckduckgo/duckduckgo.com/assets/logos/resetthenet/logo_homepage.alt.svg	(from https://duckduckgo.com/s1224.css)
05:02:57	69572/69572	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2255bae5c2-10fc4%22	https://duckduckgo.com/assets/logos/resetthenet/logo_homepage_small.normal.svg	/root/Desktop/duckduckgo/duckduckgo.com/assets/logos/resetthenet/logo_homepage_small.normal.svg	(from https://duckduckgo.com/s1224.css)
05:02:57	11582/11582	---M--	200	added ('OK')	image/png	etag:%2255bae5c2-2d3e%22	https://duckduckgo.com/assets/logos/resetthenet/logo_homepage_small.alt.png	/root/Desktop/duckduckgo/duckduckgo.com/assets/logos/resetthenet/logo_homepage_small.alt.png	(from https://duckduckgo.com/s1224.css)
05:02:57	57598/57598	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2255bae5c2-e0fe%22	https://duckduckgo.com/assets/logos/resetthenet/logo_homepage_small.alt.svg	/root/Desktop/duckduckgo/duckduckgo.com/assets/logos/resetthenet/logo_homepage_small.alt.svg	(from https://duckduckgo.com/s1224.css)
05:02:57	10813/10813	---M--	200	added ('OK')	image/png	etag:%2255bae5c2-2a3d%22	https://duckduckgo.com/assets/logos/resetthenet/logo_homepage_mobile.normal.png	/root/Desktop/duckduckgo/duckduckgo.com/assets/logos/resetthenet/logo_homepage_mobile.normal.png	(from https://duckduckgo.com/s1224.css)
05:02:57	79050/79050	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2255bae5c2-134ca%22	https://duckduckgo.com/assets/logos/resetthenet/logo_homepage_mobile.normal.svg	/root/Desktop/duckduckgo/duckduckgo.com/assets/logos/resetthenet/logo_homepage_mobile.normal.svg	(from https://duckduckgo.com/s1224.css)
05:02:58	8515/8515	---M--	200	added ('OK')	image/png	etag:%2255bae5c2-2143%22	https://duckduckgo.com/assets/logos/resetthenet/logo_homepage_mobile.alt.png	/root/Desktop/duckduckgo/duckduckgo.com/assets/logos/resetthenet/logo_homepage_mobile.alt.png	(from https://duckduckgo.com/s1224.css)
05:02:58	63708/63708	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2255bae5c2-f8dc%22	https://duckduckgo.com/assets/logos/resetthenet/logo_homepage_mobile.alt.svg	/root/Desktop/duckduckgo/duckduckgo.com/assets/logos/resetthenet/logo_homepage_mobile.alt.svg	(from https://duckduckgo.com/s1224.css)
05:02:58	47016/47016	---M--	200	added ('OK')	image/png	etag:%2255bae5c2-b7a8%22	https://duckduckgo.com/assets/logos/resetthenet/logo_homepage.normal.retina.png	/root/Desktop/duckduckgo/duckduckgo.com/assets/logos/resetthenet/logo_homepage.normal.retina.png	(from https://duckduckgo.com/s1224.css)
05:02:58	38987/38987	---M--	200	added ('OK')	image/png	etag:%2255bae5c2-984b%22	https://duckduckgo.com/assets/logos/resetthenet/logo_homepage.alt.retina.png	/root/Desktop/duckduckgo/duckduckgo.com/assets/logos/resetthenet/logo_homepage.alt.retina.png	(from https://duckduckgo.com/s1224.css)
05:02:58	33795/33795	---M--	200	added ('OK')	image/png	etag:%2255bae5c2-8403%22	https://duckduckgo.com/assets/logos/resetthenet/logo_homepage_small.normal.retina.png	/root/Desktop/duckduckgo/duckduckgo.com/assets/logos/resetthenet/logo_homepage_small.normal.retina.png	(from https://duckduckgo.com/s1224.css)
05:02:59	26526/26526	---M--	200	added ('OK')	image/png	etag:%2255bae5c2-679e%22	https://duckduckgo.com/assets/logos/resetthenet/logo_homepage_small.alt.retina.png	/root/Desktop/duckduckgo/duckduckgo.com/assets/logos/resetthenet/logo_homepage_small.alt.retina.png	(from https://duckduckgo.com/s1224.css)
05:02:59	22899/22899	---M--	200	added ('OK')	image/png	etag:%2255bae5c2-5973%22	https://duckduckgo.com/assets/logos/resetthenet/logo_homepage_mobile.normal.retina.png	/root/Desktop/duckduckgo/duckduckgo.com/assets/logos/resetthenet/logo_homepage_mobile.normal.retina.png	(from https://duckduckgo.com/s1224.css)
05:02:59	20016/20016	---M--	200	added ('OK')	image/png	etag:%2255bae5c2-4e30%22	https://duckduckgo.com/assets/logos/resetthenet/logo_homepage_mobile.alt.retina.png	/root/Desktop/duckduckgo/duckduckgo.com/assets/logos/resetthenet/logo_homepage_mobile.alt.retina.png	(from https://duckduckgo.com/s1224.css)
05:02:59	10509/10509	---M--	200	added ('OK')	image/png	etag:%2255bae5c2-290d%22	https://duckduckgo.com/assets/spread/rocket-hero.v102.png	/root/Desktop/duckduckgo/duckduckgo.com/assets/spread/rocket-hero.v102.png	(from https://duckduckgo.com/t1224.css)
05:03:00	5006/5006	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2255bae5c2-138e%22	https://duckduckgo.com/assets/spread/rocket-hero.v102.svg	/root/Desktop/duckduckgo/duckduckgo.com/assets/spread/rocket-hero.v102.svg	(from https://duckduckgo.com/t1224.css)
05:03:00	1773/1773	---M--	200	added ('OK')	image/png	etag:%2255bae5c2-6ed%22	https://duckduckgo.com/assets/tour/down-arrow.png	/root/Desktop/duckduckgo/duckduckgo.com/assets/tour/down-arrow.png	(from https://duckduckgo.com/t1224.css)
05:03:00	1647/1647	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2255bae5c2-66f%22	https://duckduckgo.com/assets/tour/down-arrow.svg	/root/Desktop/duckduckgo/duckduckgo.com/assets/tour/down-arrow.svg	(from https://duckduckgo.com/t1224.css)
05:03:00	70807/70807	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2256786fe1-11497%22	https://duckduckgo.com/assets/microsites/font/fontawesome-webfont.eot	/root/Desktop/duckduckgo/duckduckgo.com/assets/microsites/font/fontawesome-webfont.eot	(from https://duckduckgo.com/t1224.css)
05:03:01	70807/70807	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2256786fe1-11497%22	https://duckduckgo.com/assets/microsites/font/fontawesome-webfont.eot?	/root/Desktop/duckduckgo/duckduckgo.com/assets/microsites/font/fontawesome-webfontd41d.eot	(from https://duckduckgo.com/t1224.css)
05:03:01	83588/83588	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2256786fe1-14684%22	https://duckduckgo.com/assets/microsites/font/fontawesome-webfont.woff	/root/Desktop/duckduckgo/duckduckgo.com/assets/microsites/font/fontawesome-webfont.woff	(from https://duckduckgo.com/t1224.css)
05:03:01	142072/142072	---M--	200	added ('OK')	font/ttf	etag:%2256786fe1-22af8%22	https://duckduckgo.com/assets/microsites/font/fontawesome-webfont.ttf	/root/Desktop/duckduckgo/duckduckgo.com/assets/microsites/font/fontawesome-webfont.ttf	(from https://duckduckgo.com/t1224.css)
05:03:01	365616/365616	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2256786fe1-59430%22	https://duckduckgo.com/assets/microsites/font/fontawesome-webfont.svg	/root/Desktop/duckduckgo/duckduckgo.com/assets/microsites/font/fontawesome-webfont.svg	(from https://duckduckgo.com/t1224.css)
05:03:02	5982/5982	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:03:03%20GMT	https://duckduckgo.com/assets/settings/icon_cloudsave.v100.retina.png	/root/Desktop/duckduckgo/duckduckgo.com/assets/settings/icon_cloudsave.v100.retina.html	(from https://duckduckgo.com/t1224.css)
05:03:02	6116/6116	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:03:03%20GMT	https://duckduckgo.com/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/	/root/Desktop/duckduckgo/duckduckgo.com/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/index.html	(from https://duckduckgo.com/s2022.js)
05:03:03	13776/13776	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:03:03%20GMT	https://duckduckgo.com/GET	/root/Desktop/duckduckgo/duckduckgo.com/GET.html	(from https://duckduckgo.com/locales/en_US/LC_MESSAGES/duckduckgo-duckduckgo+sprintf+gettext+locale-simple.20161118.114529.js)
05:03:05	195468/195468	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22573ccdfe-2fb8c%22	https://duckduckgo.com/js/mapbox/mapbox-2.2.3.js	/root/Desktop/duckduckgo/duckduckgo.com/js/mapbox/mapbox-2.2.3.js	(from https://duckduckgo.com/about)
05:03:06	60328/60328	---M--	200	added ('OK')	image/jpeg	etag:%2255bae5c2-eba8%22	http://duckduckgo.com/assets/about/about-duckduckgo-posterimg.jpg	/root/Desktop/duckduckgo/duckduckgo.com/assets/about/about-duckduckgo-posterimg.jpg	(from https://duckduckgo.com/about)
05:03:06	28300/28300	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225665f791-6e8c%22	https://duckduckgo.com/js/mapbox/leaflet.markercluster-0.4.0.js	/root/Desktop/duckduckgo/duckduckgo.com/js/mapbox/leaflet.markercluster-0.4.0.js	(from https://duckduckgo.com/about)
05:03:06	28614/28614	---MCZ	200	added ('OK')	text/css	etag:W/%225665f791-6fc6%22	https://duckduckgo.com/js/mapbox/mapbox-2.2.3.css	/root/Desktop/duckduckgo/duckduckgo.com/js/mapbox/mapbox-2.2.3.css	(from https://duckduckgo.com/about)
05:03:07	56565/56565	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225834c81e-dcf5%22	https://duckduckgo.com/t1174.js	/root/Desktop/duckduckgo/duckduckgo.com/t1174.js	(from https://duckduckgo.com/about)
05:03:07	8605/8605	---M--	200	added ('OK')	image/png	etag:%2255bae5c2-219d%22	https://duckduckgo.com/assets/dax-alt.png	/root/Desktop/duckduckgo/duckduckgo.com/assets/dax-alt.png	(from https://duckduckgo.com/about)
05:03:07	2980/2980	---M--	200	added ('OK')	image/png	etag:%2255bae5c2-ba4%22	https://duckduckgo.com/assets/about/icons/privacy-alt.png	/root/Desktop/duckduckgo/duckduckgo.com/assets/about/icons/privacy-alt.png	(from https://duckduckgo.com/about)
05:03:07	20351/20351	---MCZ	200	added ('OK')	text/html	etag:W/%225836b0ce-4f7f%22	https://duckduckgo.com/privacy	/root/Desktop/duckduckgo/duckduckgo.com/privacy.html	(from https://duckduckgo.com/about)
05:03:07	3406/3406	---M--	200	added ('OK')	image/png	etag:%2255bae5c2-d4e%22	https://duckduckgo.com/assets/about/icons/community-alt.png	/root/Desktop/duckduckgo/duckduckgo.com/assets/about/icons/community-alt.png	(from https://duckduckgo.com/about)
05:03:08	2302/2302	---M--	200	added ('OK')	image/png	etag:%2255bae5c2-8fe%22	https://duckduckgo.com/assets/about/icons/search-alt.png	/root/Desktop/duckduckgo/duckduckgo.com/assets/about/icons/search-alt.png	(from https://duckduckgo.com/about)
05:03:08	2064/2064	---M--	200	added ('OK')	image/png	etag:%2255bae5c2-810%22	https://duckduckgo.com/assets/about/icons/build.png	/root/Desktop/duckduckgo/duckduckgo.com/assets/about/icons/build.png	(from https://duckduckgo.com/about)
05:03:08	2265/2265	---M--	200	added ('OK')	image/png	etag:%2255bae5c2-8d9%22	https://duckduckgo.com/assets/about/icons/love.png	/root/Desktop/duckduckgo/duckduckgo.com/assets/about/icons/love.png	(from https://duckduckgo.com/about)
05:03:08	2315/2315	---M--	200	added ('OK')	image/png	etag:%2255bae5c2-90b%22	https://duckduckgo.com/assets/about/icons/community.png	/root/Desktop/duckduckgo/duckduckgo.com/assets/about/icons/community.png	(from https://duckduckgo.com/about)
05:03:09	10101/10101	---M--	200	added ('OK')	image/jpeg	etag:%2255bae5c2-2775%22	https://duckduckgo.com/assets/about/news/fastco_author.jpg	/root/Desktop/duckduckgo/duckduckgo.com/assets/about/news/fastco_author.jpg	(from https://duckduckgo.com/about)
05:03:09	5956/5956	---M--	200	added ('OK')	image/jpeg	etag:%2255bae5c2-1744%22	https://duckduckgo.com/assets/about/news/theguardian_author.jpg	/root/Desktop/duckduckgo/duckduckgo.com/assets/about/news/theguardian_author.jpg	(from https://duckduckgo.com/about)
05:03:09	6597/6597	---M--	200	added ('OK')	image/jpeg	etag:%2255bae5c2-19c5%22	https://duckduckgo.com/assets/about/news/wapost_author.jpg	/root/Desktop/duckduckgo/duckduckgo.com/assets/about/news/wapost_author.jpg	(from https://duckduckgo.com/about)
05:03:09	4683/4683	---M--	200	added ('OK')	image/png	etag:%2255bae5c2-124b%22	https://duckduckgo.com/assets/about/news/fastco_logo.png	/root/Desktop/duckduckgo/duckduckgo.com/assets/about/news/fastco_logo.png	(from https://duckduckgo.com/about)
05:03:09	2586/2586	---M--	200	added ('OK')	image/png	etag:%2255bae5c2-a1a%22	https://duckduckgo.com/assets/about/news/theguardian_logo.png	/root/Desktop/duckduckgo/duckduckgo.com/assets/about/news/theguardian_logo.png	(from https://duckduckgo.com/about)
05:03:10	4248/4248	---M--	200	added ('OK')	image/png	etag:%2255bae5c2-1098%22	https://duckduckgo.com/assets/about/news/wapost_logo.png	/root/Desktop/duckduckgo/duckduckgo.com/assets/about/news/wapost_logo.png	(from https://duckduckgo.com/about)
05:03:10	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Nov%202016%2010:03:11%20GMT	https://duckduckgo.com/traffic	/root/Desktop/duckduckgo/duckduckgo.com/traffic	(from https://duckduckgo.com/about)
05:03:10	151547/151547	---MCZ	200	added ('OK')	text/html	etag:W/%225835e206-24ffb%22	https://duckduckgo.com/traffic.html	/root/Desktop/duckduckgo/duckduckgo.com/traffic.html	(from https://duckduckgo.com/about)
05:03:11	5857/5857	---M--	200	added ('OK')	image/png	etag:%2255bae5c2-16e1%22	https://duckduckgo.com/assets/spread/love.png	/root/Desktop/duckduckgo/duckduckgo.com/assets/spread/love.png	(from https://duckduckgo.com/spread)
05:03:11	5014/5014	---MCZ	200	added ('OK')	text/html	etag:W/%225836b0cc-1396%22	https://duckduckgo.com/?t=spread	/root/Desktop/duckduckgo/duckduckgo.com/indexe95e.html	(from https://duckduckgo.com/spread)
05:03:11	5349/5349	---M--	200	added ('OK')	image/png	etag:%2255bae5c2-14e5%22	https://duckduckgo.com/assets/spread/share.png	/root/Desktop/duckduckgo/duckduckgo.com/assets/spread/share.png	(from https://duckduckgo.com/spread)
05:03:11	5888/5888	---M--	200	added ('OK')	image/png	etag:%2255bae5c2-1700%22	https://duckduckgo.com/assets/spread/growth.png	/root/Desktop/duckduckgo/duckduckgo.com/assets/spread/growth.png	(from https://duckduckgo.com/spread)
05:03:12	103391/103391	---M--	200	added ('OK')	image/jpeg	etag:%2256c657e7-193df%22	https://duckduckgo.com/assets/tour/tycho_hero.jpg	/root/Desktop/duckduckgo/duckduckgo.com/assets/tour/tycho_hero.jpg	(from https://duckduckgo.com/tour)
05:03:12	218504/218504	---M--	200	added ('OK')	image/jpeg	etag:%2255bae5c2-35588%22	https://duckduckgo.com/assets/tour/1a_images.jpg	/root/Desktop/duckduckgo/duckduckgo.com/assets/tour/1a_images.jpg	(from https://duckduckgo.com/tour)
05:03:12	97754/97754	---M--	200	added ('OK')	image/jpeg	etag:%2255bae5c2-17dda%22	https://duckduckgo.com/assets/tour/2b_weather.jpg	/root/Desktop/duckduckgo/duckduckgo.com/assets/tour/2b_weather.jpg	(from https://duckduckgo.com/tour)
05:03:12	4538/4538	---MCZ	200	added ('OK')	text/html	etag:W/%225836b0ce-11ba%22	https://duckduckgo.com/settings	/root/Desktop/duckduckgo/duckduckgo.com/settings.html	(from https://duckduckgo.com/tour)
05:03:12	136686/136686	---M--	200	added ('OK')	image/jpeg	etag:%2255bae5c2-215ee%22	https://duckduckgo.com/assets/tour/3b_theme.jpg	/root/Desktop/duckduckgo/duckduckgo.com/assets/tour/3b_theme.jpg	(from https://duckduckgo.com/tour)
05:03:12	7969/7969	---MCZ	200	added ('OK')	text/html	etag:W/%225836b0cb-1f21%22	https://duckduckgo.com/bang	/root/Desktop/duckduckgo/duckduckgo.com/bang.html	(from https://duckduckgo.com/tour)
05:03:13	17898/17898	---MCZ	200	added ('OK')	text/html	etag:W/%225836b0cc-45ea%22	https://duckduckgo.com/newbang	/root/Desktop/duckduckgo/duckduckgo.com/newbang.html	(from https://duckduckgo.com/tour)
05:03:13	41077/41077	---M--	200	added ('OK')	image/jpeg	etag:%2255bae5c2-a075%22	https://duckduckgo.com/assets/tour/bang_drop-down.jpg	/root/Desktop/duckduckgo/duckduckgo.com/assets/tour/bang_drop-down.jpg	(from https://duckduckgo.com/tour)
05:03:13	70883/70883	---M--	200	added ('OK')	image/png	etag:%2255bae5c2-114e3%22	https://duckduckgo.com/assets/tour/bang_results.png	/root/Desktop/duckduckgo/duckduckgo.com/assets/tour/bang_results.png	(from https://duckduckgo.com/tour)
05:03:14	97895/97895	---M--	200	added ('OK')	image/jpeg	etag:%2255bae5c2-17e67%22	https://duckduckgo.com/assets/tour/safari-FF_integration.jpg	/root/Desktop/duckduckgo/duckduckgo.com/assets/tour/safari-FF_integration.jpg	(from https://duckduckgo.com/tour)
05:03:34	5776/5776	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:03:15%20GMT	https://duckduckgo.com/?q=thailand+beach+images	/root/Desktop/duckduckgo/duckduckgo.com/index709b.html	(from https://duckduckgo.com/tour)
05:03:34	5698/5698	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:03:15%20GMT	https://duckduckgo.com/?q=obama+news	/root/Desktop/duckduckgo/duckduckgo.com/index640c.html	(from https://duckduckgo.com/tour)
05:03:35	6915/6915	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:03:15%20GMT	https://duckduckgo.com/?q=daft+punk+soundcloud	/root/Desktop/duckduckgo/duckduckgo.com/index17de.html	(from https://duckduckgo.com/tour)
05:03:35	6694/6694	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:03:15%20GMT	https://duckduckgo.com/?q=pizza+near+me	/root/Desktop/duckduckgo/duckduckgo.com/indexa8dd.html	(from https://duckduckgo.com/tour)
05:03:55	12731/12731	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:03:36%20GMT	https://duckduckgo.com/?q=weather	/root/Desktop/duckduckgo/duckduckgo.com/indexb9ff.html	(from https://duckduckgo.com/tour)
05:03:55	7136/7136	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:03:36%20GMT	https://duckduckgo.com/?q=salmon+recipes	/root/Desktop/duckduckgo/duckduckgo.com/indexb50d.html	(from https://duckduckgo.com/tour)
05:03:56	5810/5810	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:03:37%20GMT	https://duckduckgo.com/?q=movies+with+Chuck+Norris	/root/Desktop/duckduckgo/duckduckgo.com/index9396.html	(from https://duckduckgo.com/tour)
05:03:56	14881/14881	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:03:37%20GMT	https://duckduckgo.com/?q=stopwatch	/root/Desktop/duckduckgo/duckduckgo.com/index5b1a.html	(from https://duckduckgo.com/tour)
05:04:17	613/613	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:03:57%20GMT	https://duckduckgo.com/?q=!amazon+shoes	/root/Desktop/duckduckgo/duckduckgo.com/index32fc.html	(from https://duckduckgo.com/tour)
05:04:17	613/613	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:03:57%20GMT	https://duckduckgo.com/?q=!a+shoes	/root/Desktop/duckduckgo/duckduckgo.com/index2214.html	(from https://duckduckgo.com/tour)
05:04:17	503/503	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:03:58%20GMT	https://duckduckgo.com/?q=!imdb+rushmore	/root/Desktop/duckduckgo/duckduckgo.com/indexde94.html	(from https://duckduckgo.com/tour)
05:04:17	5744/5744	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:03:58%20GMT	https://duckduckgo.com/?q=tilt+shift+images	/root/Desktop/duckduckgo/duckduckgo.com/index3687.html	(from https://duckduckgo.com/tour)
05:04:38	5714/5714	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:04:19%20GMT	https://duckduckgo.com/?q=gopro+videos	/root/Desktop/duckduckgo/duckduckgo.com/index94c1.html	(from https://duckduckgo.com/tour)
05:04:38	5780/5780	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:04:19%20GMT	https://duckduckgo.com/?q=jimmy+fallon+videos	/root/Desktop/duckduckgo/duckduckgo.com/index102b.html	(from https://duckduckgo.com/tour)
05:04:38	5784/5784	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:04:19%20GMT	https://duckduckgo.com/?q=weather+in+encinitas	/root/Desktop/duckduckgo/duckduckgo.com/index7164.html	(from https://duckduckgo.com/tour)
05:04:38	5756/5756	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:04:19%20GMT	https://duckduckgo.com/?q=weather+in+paris	/root/Desktop/duckduckgo/duckduckgo.com/indexe510.html	(from https://duckduckgo.com/tour)
05:04:59	7145/7145	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:04:40%20GMT	https://duckduckgo.com/?q=tilapia+recipes	/root/Desktop/duckduckgo/duckduckgo.com/index90f7.html	(from https://duckduckgo.com/tour)
05:04:59	5730/5730	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:04:40%20GMT	https://duckduckgo.com/?q=sorbet+recipes	/root/Desktop/duckduckgo/duckduckgo.com/index1361.html	(from https://duckduckgo.com/tour)
05:05:00	6786/6786	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:04:40%20GMT	https://duckduckgo.com/?q=thai+food+in+San+Francisco	/root/Desktop/duckduckgo/duckduckgo.com/indexf86c.html	(from https://duckduckgo.com/tour)
05:05:00	6685/6685	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:04:40%20GMT	https://duckduckgo.com/?q=bars+near+me	/root/Desktop/duckduckgo/duckduckgo.com/index772c.html	(from https://duckduckgo.com/tour)
05:05:20	6753/6753	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:05:01%20GMT	https://duckduckgo.com/?q=katz's+deli+new+york	/root/Desktop/duckduckgo/duckduckgo.com/indexbbf3.html	(from https://duckduckgo.com/tour)
05:05:21	39574/39574	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:05:01%20GMT	https://duckduckgo.com/?q=orange	/root/Desktop/duckduckgo/duckduckgo.com/index1fd0.html	(from https://duckduckgo.com/tour)
